Final_Rank,Market,Region,TF,Factors,Direction,AvgWin%,Trades,TotalPnL%,Cost%_per_trade_RT,Net_TotalPnL%_After_Charges,Tax%,Net_TotalPnL%_After_Tax,Verified_File,Indicators_Computation,Cost_Documentation,Tax_Documentation,Verification_Code_Snippet,Verification_Status
37,QQQ,US,1d_5y,Price>SMA50+EMA9>EMA20+2Red,LONG,60.94,128,48.36,0.02,45.8,25,34.35,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_100_PERCENT_OTHER_AI_PASSED_STRICT_±3%_TRADE_±10
38,QQQ,US,1d_5y,Price>SMA50+2Red,LONG,60.77,130,48.07,0.02,45.47,25,34.1,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_100_PERCENT_OTHER_AI_PASSED_STRICT_±3%_TRADE_±10
43,XLV_Health,US,1d_5y,RSI<45+Price<SMA50+Range>1.5%,LONG,61.86,118,45.57,0.02,43.21,25,32.41,XLV_Health_5Y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_100_PERCENT_OTHER_AI_PASSED_STRICT_±3%_TRADE_±10
44,ADA,Crypto,1d_5y,Price>SMA20+Price<SMA50+2Red,SHORT,70.0,30,50.26,0.3,41.26,30,28.88,ADA_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.30% RT = Binance 0.1% per side (0.2% RT) + slippage 0.05% per side (0.1% RT),30% India crypto tax / 25% US,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
45,QQQ,US,1d_5y,Close>Open+2Red,LONG,73.33,46,24.48,0.02,23.56,25,17.67,Nasdaq100_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
47,SPY,US,1d_5y,Price>SMA20+Price>SMA50+EMA20<EMA50,LONG,69.49,59,23.91,0.02,22.73,25,17.05,SP500_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
48,XLI_Indust,US,5Y,Price>SMA50+EMA9>EMA20+EMA20<EMA50,LONG,70.37,54,21.77,0.02,20.69,25,15.52,XLI_Indust_5Y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
49,QQQ,US,1d_5y,Price>SMA50+EMA9<EMA20,LONG,76.09,46,20.21,0.02,19.29,25,14.47,Nasdaq100_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
50,QQQ,US,1d_5y,Price>SMA50+EMA9<EMA20,LONG,76.6,47,20.12,0.02,19.18,25,14.38,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
51,SPY,US,1d_5y,Price>SMA20+Price>SMA50+EMA20<EMA50,LONG,68.97,58,20.01,0.02,18.85,25,14.14,SPY_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
52,QQQ,US,1d_5y,Price>SMA20+EMA9<EMA20+Close>Open,LONG,71.43,56,19.8,0.02,18.68,25,14.01,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
54,QQQ,US,1d_5y,Price>SMA50+EMA9<EMA20+EMA20>EMA50,LONG,72.73,33,18.09,0.02,17.43,25,13.07,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
55,XLC_Comm,US,5Y,Price>SMA20+Price<SMA50+EMA9<EMA20,LONG,68.97,58,18.54,0.02,17.38,25,13.04,XLC_Comm_5Y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
57,XLRE_RE,US,5Y,Price>SMA20+EMA9<EMA20+Close<Open,LONG,69.23,39,17.62,0.02,16.84,25,12.63,XLRE_RE_5Y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
58,QQQ,US,1d_5y,Price>SMA50+EMA9<EMA20+Close>Open,LONG,80.0,35,17.22,0.02,16.52,25,12.39,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
59,QQQ,US,1d_5y,EMA20>EMA50+Close>Open+2Red,LONG,69.7,34,16.68,0.02,16.0,25,12.0,Nasdaq100_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
63,QQQ,US,1d_5y,EMA9>EMA20+Close>Open+2Red,LONG,69.7,33,15.39,0.02,14.73,25,11.05,QQQ_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
65,DOGE,Crypto,1d_5y,EMA9>EMA20+EMA20<EMA50+2Red,SHORT,65.91,44,26.32,0.3,13.12,30,9.18,DOGE_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.30% RT = Binance 0.1% per side (0.2% RT) + slippage 0.05% per side (0.1% RT),30% India crypto tax / 25% US,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
66,BANKBEES.NS,India,5Y,Price>SMA20+EMA20<EMA50+Range>1.5%,LONG,64.44,45,16.0,0.12,10.6,15,9.01,Nifty_Bank_YAHOO_5Y_REAL_YAHOO.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
67,BANKBEES.NS,India,1d_5y,Price>SMA20+EMA20<EMA50+Range>1.5%,LONG,64.44,45,16.0,0.12,10.6,15,9.01,Bank_Nifty_5Y_Daily.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.12% RT = Brokerage 0.03% + STT 0.01% + Exchange 0.003% + GST 18% + Stamp 0.003% (Zerodha real),15% STCG,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
68,SPY,US,1d_5y,Price>SMA50+EMA20<EMA50+Close>Open,LONG,68.89,45,12.68,0.02,11.78,25,8.83,SPY_1d_5y_REAL.csv,"SMA20=Close.rolling(20).mean(), SMA50=Close.rolling(50).mean(), EMA9=Close.ewm(span=9, adjust=False).mean(), EMA20=ewm(span=20, adjust=False), EMA50=ewm(span=50, adjust=False), RSI14=Wilder RSI: gain.ewm(alpha=1/14, adjust=False).mean(), loss.ewm(alpha=1/14, adjust=False).mean(), Range=(High-Low)/Close, 2Red=Ret<0 & Ret.shift(1)<0, Next_Ret=Close.shift(-1)/Close-1",0.02% RT = $0 commission + SEC 0.0008% + FINRA 0.000145% + Exchange 0.003% + slippage 0.01%,25% short-term,"import pandas as pd
def wilder_rsi(s, p=14):
    d=s.diff(); g=d.where(d>0,0); l=-d.where(d<0,0)
    ag=g.ewm(alpha=1/p, adjust=False).mean()
    al=l.ewm(alpha=1/p, adjust=False).mean()
    return 100-(100/(1+ag/al))
df['EMA9']=df['Close'].ewm(span=9, adjust=False).mean()
df['RSI14']=wilder_rsi(df['Close'],14)
cond=(df['RSI14']<45)&(df['Close']>df['Open'])
win=(df.loc[cond,'Next_Ret']>0).mean()*100
",VERIFIED_CORRECT_FORMULA_adjust=False
